word,lang,poet,century
شاه,fa,Ferdowsi,4
نکردند,fa,Ferdowsi,4
اختران,fa,Ferdowsi,4
شادمانی,fa,Ferdowsi,4
بستن,fa,Ferdowsi,4
خوب‌رخ,fa,Ferdowsi,4
بخون,fa,Ferdowsi,4
شیران,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
جنگجوی,fa,Ferdowsi,4
بیژن,fa,Ferdowsi,4
شتافت,fa,Ferdowsi,4
کامد,fa,Ferdowsi,4
خورشید,fa,Ferdowsi,4
شمار,fa,Ferdowsi,4
کشند,fa,Ferdowsi,4
پیروز,fa,Ferdowsi,4
برانم,fa,Ferdowsi,4
روزگار,fa,Ferdowsi,4
دشت,fa,Ferdowsi,4
خرد,fa,Ferdowsi,4
آهنگ,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
نشسته,fa,Ferdowsi,4
قباد,ar,Ferdowsi,4
سواران,fa,Ferdowsi,4
ورا,fa,Ferdowsi,4
شهنشاه,fa,Ferdowsi,4
کز,fa,Ferdowsi,4
بدو,ar,Ferdowsi,4
سپه,fa,Ferdowsi,4
پیل,fa,Ferdowsi,4
بارگه,fa,Ferdowsi,4
گوهران,fa,Ferdowsi,4
تاختنها,fa,Ferdowsi,4
کشته,fa,Ferdowsi,4
فراوان,fa,Ferdowsi,4
نگه,fa,Ferdowsi,4
کزان,fa,Ferdowsi,4
نیوشنده,fa,Ferdowsi,4
بیشی,fa,Ferdowsi,4
پهلوان,fa,Ferdowsi,4
بخشم,fa,Ferdowsi,4
دست,fa,Ferdowsi,4
خاقان,ar,Ferdowsi,4
هنر,fa,Ferdowsi,4
جان,fa,Ferdowsi,4
شادکام,fa,Ferdowsi,4
روان,fa,Ferdowsi,4
بگذاشتند,fa,Ferdowsi,4
میسره,fa,Ferdowsi,4
پیروز,fa,Ferdowsi,4
ببین,ar,Ferdowsi,4
اندر,fa,Ferdowsi,4
گنهکار,fa,Ferdowsi,4
تندرستی,fa,Ferdowsi,4
کینه,fa,Ferdowsi,4
ایران,fa,Ferdowsi,4
زین,fa,Ferdowsi,4
بنده,fa,Ferdowsi,4
سپر,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
بدو,ar,Ferdowsi,4
وز,fa,Ferdowsi,4
کشید,fa,Ferdowsi,4
سپهدار,fa,Ferdowsi,4
برد,fa,Ferdowsi,4
شهره,fa,Ferdowsi,4
نامه,fa,Ferdowsi,4
بهرام,fa,Ferdowsi,4
شنود,fa,Ferdowsi,4
پای,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
بمرگ,fa,Ferdowsi,4
شهر,fa,Ferdowsi,4
نکشت,fa,Ferdowsi,4
خسرو,fa,Ferdowsi,4
نیروی,fa,Ferdowsi,4
جهان,fa,Ferdowsi,4
جایگه,fa,Ferdowsi,4
ترا,fa,Ferdowsi,4
بخفت,fa,Ferdowsi,4
ایمنی,fa,Ferdowsi,4
وز,fa,Ferdowsi,4
چنانیم,fa,Ferdowsi,4
کشتمند,fa,Ferdowsi,4
بپذرفت,fa,Ferdowsi,4
بتوران,fa,Ferdowsi,4
لبی,ar,Ferdowsi,4
پوشیده‌رویان,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
گرگ,fa,Ferdowsi,4
پیر,fa,Ferdowsi,4
سربگیتی,fa,Ferdowsi,4
ساوی,fa,Ferdowsi,4
آراسته,fa,Ferdowsi,4
شهریار,fa,Ferdowsi,4
نگه,fa,Ferdowsi,4
تنم,ar,Ferdowsi,4
پر,fa,Ferdowsi,4
رستم,fa,Ferdowsi,4
دمان,fa,Ferdowsi,4
دلت,fa,Ferdowsi,4
انجمن,fa,Ferdowsi,4
کمرگاه,fa,Ferdowsi,4
نشست,fa,Ferdowsi,4
مادرت,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
مرد,fa,Ferdowsi,4
هرک,fa,Ferdowsi,4
آرم,fa,Ferdowsi,4
کارزار,fa,Ferdowsi,4
کشنده,fa,Ferdowsi,4
ازان,fa,Ferdowsi,4
شیر,fa,Ferdowsi,4
ابر,fa,Ferdowsi,4
مهی,fa,Ferdowsi,4
شهر,fa,Ferdowsi,4
تیر,fa,Ferdowsi,4
دهش,fa,Ferdowsi,4
گشت,fa,Ferdowsi,4
نو,fa,Ferdowsi,4
نیروی,fa,Ferdowsi,4
ودین,ar,Ferdowsi,4
ازیشان,fa,Ferdowsi,4
شمار,fa,Ferdowsi,4
سخن,fa,Ferdowsi,4
جادوی,fa,Ferdowsi,4
زمین,fa,Ferdowsi,4
غارت,ar,Ferdowsi,4
وخشت,fa,Ferdowsi,4
نوید,fa,Ferdowsi,4
شگفتی,fa,Ferdowsi,4
اسپ,fa,Ferdowsi,4
بدژ,fa,Ferdowsi,4
لشکر,fa,Ferdowsi,4
دخترست,fa,Ferdowsi,4
یادگار,fa,Ferdowsi,4
زمین,fa,Ferdowsi,4
چشم,fa,Ferdowsi,4
شه,fa,Ferdowsi,4
هوا,ar,Ferdowsi,4
تاج,ar,Ferdowsi,4
یوز,ar,Ferdowsi,4
برید,fa,Ferdowsi,4
چنگال,fa,Ferdowsi,4
آب,fa,Ferdowsi,4
بابک,fa,Ferdowsi,4
نگه,fa,Ferdowsi,4
مبند,fa,Ferdowsi,4
مدان,fa,Ferdowsi,4
گوهر,fa,Ferdowsi,4
برز,fa,Ferdowsi,4
نثار,ar,Ferdowsi,4
پیل,fa,Ferdowsi,4
فلک,fa,Ferdowsi,4
شبگیر,fa,Ferdowsi,4
زده,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
پراندیشه,fa,Ferdowsi,4
نشست,fa,Ferdowsi,4
مده,fa,Ferdowsi,4
شاخ,fa,Ferdowsi,4
عاج,ar,Ferdowsi,4
خانه‌ای,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
بزرگان,fa,Ferdowsi,4
اویست,fa,Ferdowsi,4
بران,fa,Ferdowsi,4
پادشاهی,fa,Ferdowsi,4
نشیب,fa,Ferdowsi,4
یزدان,fa,Ferdowsi,4
مژگانش,fa,Ferdowsi,4
همی‌تاخت,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
مهراب,fa,Ferdowsi,4
نگفت,fa,Ferdowsi,4
کشت,fa,Ferdowsi,4
ماند,fa,Ferdowsi,4
دیگرست,fa,Ferdowsi,4
شهریار,fa,Ferdowsi,4
بران,fa,Ferdowsi,4
زین,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
بهرام,fa,Ferdowsi,4
شب,fa,Ferdowsi,4
ارج,fa,Ferdowsi,4
کار,fa,Ferdowsi,4
ماند,fa,Ferdowsi,4
برهان,fa,Ferdowsi,4
ببرد,fa,Ferdowsi,4
کام,fa,Ferdowsi,4
بگوی,fa,Ferdowsi,4
هفتاد,fa,Ferdowsi,4
جفت,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
نیم,fa,Ferdowsi,4
خروشی,fa,Ferdowsi,4
تبه,fa,Ferdowsi,4
گمان,fa,Ferdowsi,4
باغ,ar,Ferdowsi,4
بوم,fa,Ferdowsi,4
شگفتی,fa,Ferdowsi,4
دور,fa,Ferdowsi,4
دگر,fa,Ferdowsi,4
انجمن,fa,Ferdowsi,4
فرود,fa,Ferdowsi,4
گوش,fa,Ferdowsi,4
کای,fa,Ferdowsi,4
نکردی,fa,Ferdowsi,4
تاج,ar,Ferdowsi,4
فرستادگان,fa,Ferdowsi,4
تاختند,fa,Ferdowsi,4
فرمند,fa,Ferdowsi,4
ایزدیست,fa,Ferdowsi,4
شهر,fa,Ferdowsi,4
بنه,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
تندی,fa,Ferdowsi,4
زو,fa,Ferdowsi,4
بقلب,ar,Ferdowsi,4
چهارم,fa,Ferdowsi,4
روانش,fa,Ferdowsi,4
قیصر,ar,Ferdowsi,4
دیده‌بان,fa,Ferdowsi,4
کوشنده‌ام,fa,Ferdowsi,4
کارها,fa,Ferdowsi,4
مرد,fa,Ferdowsi,4
بارهٔ,fa,Ferdowsi,4
ماه,fa,Ferdowsi,4
گشاده,fa,Ferdowsi,4
خروش,fa,Ferdowsi,4
شیر,fa,Ferdowsi,4
چوآمد,fa,Ferdowsi,4
ببستند,fa,Ferdowsi,4
برزد,fa,Ferdowsi,4
خسرو,fa,Ferdowsi,4
بام,fa,Ferdowsi,4
زمانش,fa,Ferdowsi,4
بریدند,fa,Ferdowsi,4
نیا,fa,Ferdowsi,4
ارز,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
بباشم,fa,Ferdowsi,4
باژ,fa,Ferdowsi,4
شیروی,fa,Ferdowsi,4
بفریفت,ar,Ferdowsi,4
جمله,ar,Ferdowsi,4
بندوی,fa,Ferdowsi,4
راهبر,fa,Ferdowsi,4
نگاری,fa,Ferdowsi,4
تاج,ar,Ferdowsi,4
زر,fa,Ferdowsi,4
یاد,fa,Ferdowsi,4
پاک‌تن,fa,Ferdowsi,4
بیابان,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
صف,ar,Ferdowsi,4
تالب,ar,Ferdowsi,4
پر,fa,Ferdowsi,4
سپهدار,fa,Ferdowsi,4
وزیشان,fa,Ferdowsi,4
برآمد,fa,Ferdowsi,4
گوهر,fa,Ferdowsi,4
پیل,fa,Ferdowsi,4
پذیره,fa,Ferdowsi,4
گشتند,fa,Ferdowsi,4
چاک,fa,Ferdowsi,4
رخش,fa,Ferdowsi,4
جستنش,fa,Ferdowsi,4
بگوهر,fa,Ferdowsi,4
برآورد,fa,Ferdowsi,4
ایران,fa,Ferdowsi,4
زندان,fa,Ferdowsi,4
جهان,fa,Ferdowsi,4
سروبن,fa,Ferdowsi,4
برکشید,fa,Ferdowsi,4
نیروی,fa,Ferdowsi,4
پاسخ,fa,Ferdowsi,4
رزمگاه,fa,Ferdowsi,4
دست,fa,Ferdowsi,4
درگاه,fa,Ferdowsi,4
گودرز,fa,Ferdowsi,4
بدو,ar,Ferdowsi,4
روزگار,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
خورشید,fa,Ferdowsi,4
کار,fa,Ferdowsi,4
مباد,ar,Ferdowsi,4
پیشست,fa,Ferdowsi,4
چار,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
گرد,fa,Ferdowsi,4
زان,fa,Ferdowsi,4
رامشگران,fa,Ferdowsi,4
گشتاده‌ست,fa,Ferdowsi,4
بنه,fa,Ferdowsi,4
چرخ,fa,Ferdowsi,4
خستو,fa,Ferdowsi,4
جگر,fa,Ferdowsi,4
کای,fa,Ferdowsi,4
بنزدیک,fa,Ferdowsi,4
کوه,fa,Ferdowsi,4
تخمی,fa,Ferdowsi,4
دشمن,fa,Ferdowsi,4
گیتی,fa,Ferdowsi,4
فرخ,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
شکن,fa,Ferdowsi,4
نوان,fa,Ferdowsi,4
میانه,fa,Ferdowsi,4
افسرست,fa,Ferdowsi,4
گونه‌بر,fa,Ferdowsi,4
یزدان,fa,Ferdowsi,4
برانگیخت,fa,Ferdowsi,4
بگذاشتند,fa,Ferdowsi,4
پای,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
گفتار,fa,Ferdowsi,4
ایزدی,fa,Ferdowsi,4
رساننده,fa,Ferdowsi,4
دادگر,fa,Ferdowsi,4
هوا,ar,Ferdowsi,4
قفل,ar,Ferdowsi,4
کینه‌جوی,fa,Ferdowsi,4
جامهٔ,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
کای,fa,Ferdowsi,4
ندیدست,fa,Ferdowsi,4
نهادند,fa,Ferdowsi,4
رستمش,fa,Ferdowsi,4
آوردش,fa,Ferdowsi,4
خوشنواز,fa,Ferdowsi,4
آب,fa,Ferdowsi,4
رای,fa,Ferdowsi,4
اندرون,fa,Ferdowsi,4
فرستاد,fa,Ferdowsi,4
شست,fa,Ferdowsi,4
سان,fa,Ferdowsi,4
نهاد,fa,Ferdowsi,4
تیر,fa,Ferdowsi,4
سود,fa,Ferdowsi,4
بشنید,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
برون,fa,Ferdowsi,4
وگر,fa,Ferdowsi,4
پاسخ,fa,Ferdowsi,4
نبرد,fa,Ferdowsi,4
درای,fa,Ferdowsi,4
خورش,fa,Ferdowsi,4
ساختند,fa,Ferdowsi,4
برآورد,fa,Ferdowsi,4
گران,fa,Ferdowsi,4
تنت,ar,Ferdowsi,4
کاوس,fa,Ferdowsi,4
گردون,fa,Ferdowsi,4
یکایک,fa,Ferdowsi,4
پایهٔ,fa,Ferdowsi,4
دوخته,fa,Ferdowsi,4
برزد,fa,Ferdowsi,4
یادگیر,fa,Ferdowsi,4
شاهنشهان,fa,Ferdowsi,4
بزرگان,fa,Ferdowsi,4
فزونی,ar,Ferdowsi,4
شمار,fa,Ferdowsi,4
پند,fa,Ferdowsi,4
گردن‌فراز,fa,Ferdowsi,4
اندیشه,fa,Ferdowsi,4
ماند,fa,Ferdowsi,4
پارس,fa,Ferdowsi,4
اسبان,fa,Ferdowsi,4
ترگ,fa,Ferdowsi,4
قراخان,ar,Ferdowsi,4
میمنه,fa,Ferdowsi,4
شبیخون,fa,Ferdowsi,4
گردن,fa,Ferdowsi,4
قفلی,ar,Ferdowsi,4
تاج,ar,Ferdowsi,4
بگنج,fa,Ferdowsi,4
کارزار,fa,Ferdowsi,4
دانش,fa,Ferdowsi,4
زان,fa,Ferdowsi,4
داماد,fa,Ferdowsi,4
راد,fa,Ferdowsi,4
دد,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
خندان,fa,Ferdowsi,4
نمود,fa,Ferdowsi,4
جوید,fa,Ferdowsi,4
کین,fa,Ferdowsi,4
موبد,ar,Ferdowsi,4
خانه,fa,Ferdowsi,4
سنان‌دار,fa,Ferdowsi,4
انجمن,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
سخن,fa,Ferdowsi,4
هماون,fa,Ferdowsi,4
زنگهٔ,fa,Ferdowsi,4
آورم,fa,Ferdowsi,4
پوشم,fa,Ferdowsi,4
خز,fa,Ferdowsi,4
شادی,fa,Ferdowsi,4
نماند,fa,Ferdowsi,4
خروشید,fa,Ferdowsi,4
ایدونک,fa,Ferdowsi,4
داغ,fa,Ferdowsi,4
نگارندهٔ,fa,Ferdowsi,4
جوانوی,fa,Ferdowsi,4
بوم,fa,Ferdowsi,4
برین,fa,Ferdowsi,4
چاره,fa,Ferdowsi,4
زاده‌ایم,fa,Ferdowsi,4
صدهزار,ar,Ferdowsi,4
فرستاد,fa,Ferdowsi,4
بیشی,fa,Ferdowsi,4
پهلوانی,fa,Ferdowsi,4
ایوان,fa,Ferdowsi,4
گنج,fa,Ferdowsi,4
هنر,fa,Ferdowsi,4
آب,fa,Ferdowsi,4
برزد,fa,Ferdowsi,4
بدوگفت,fa,Ferdowsi,4
سبکتر,fa,Ferdowsi,4
اسپ,fa,Ferdowsi,4
دلیران,fa,Ferdowsi,4
تازی,fa,Ferdowsi,4
برد,fa,Ferdowsi,4
کهن,fa,Ferdowsi,4
سکندر,fa,Ferdowsi,4
یاد,fa,Ferdowsi,4
جگر,fa,Ferdowsi,4
پاسخ,fa,Ferdowsi,4
زو,fa,Ferdowsi,4
فرستاد,fa,Ferdowsi,4
سرای,fa,Ferdowsi,4
ببایست,fa,Ferdowsi,4
کاخ,fa,Ferdowsi,4
درد,fa,Ferdowsi,4
بگذاشتی,fa,Ferdowsi,4
بلشکر,fa,Ferdowsi,4
آیین,fa,Ferdowsi,4
چادر,fa,Ferdowsi,4
پیکرست,fa,Ferdowsi,4
بزرگان,fa,Ferdowsi,4
ازین,fa,Ferdowsi,4
تلخی,ar,Ferdowsi,4
خم,fa,Ferdowsi,4
دژ,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
اوی,fa,Ferdowsi,4
آزادگان,fa,Ferdowsi,4
آذرگشسپ,fa,Ferdowsi,4
پیل,fa,Ferdowsi,4
بدرج,fa,Ferdowsi,4
امید,fa,Ferdowsi,4
بلندی,ar,Ferdowsi,4
جهاندیده,fa,Ferdowsi,4
ببرد,fa,Ferdowsi,4
کین,fa,Ferdowsi,4
خورشید,fa,Ferdowsi,4
گشت,fa,Ferdowsi,4
نپذرفت,fa,Ferdowsi,4
شگفت,fa,Ferdowsi,4
شادی,fa,Ferdowsi,4
شاه,fa,Ferdowsi,4
باک,fa,Ferdowsi,4
بیاری,fa,Ferdowsi,4
گیو,fa,Ferdowsi,4
تخت,fa,Ferdowsi,4
میدان,fa,Ferdowsi,4
دستور,fa,Ferdowsi,4
رای,fa,Ferdowsi,4
پدر,fa,Ferdowsi,4
ستیر,fa,Ferdowsi,4
برکشید,fa,Ferdowsi,4
بدو,ar,Ferdowsi,4
کشید,fa,Ferdowsi,4
یادگیری,fa,Ferdowsi,4
وگر,fa,Ferdowsi,4
فرزند,fa,Ferdowsi,4
رزم,fa,Ferdowsi,4
جهاندار,fa,Ferdowsi,4
آنک,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
نگه,fa,Ferdowsi,4
چنگ,fa,Ferdowsi,4
آوازش,fa,Ferdowsi,4
دود,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
سام,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
شیر,fa,Ferdowsi,4
جهاندار,fa,Ferdowsi,4
شرم,fa,Ferdowsi,4
سرشبان,fa,Ferdowsi,4
خفته,fa,Ferdowsi,4
چهره‌اند,fa,Ferdowsi,4
خان,fa,Ferdowsi,4
قبایش,ar,Ferdowsi,4
پرخرد,fa,Ferdowsi,4
سوختند,fa,Ferdowsi,4
دریا,fa,Ferdowsi,4
ارغنده,fa,Ferdowsi,4
ایوان,fa,Ferdowsi,4
مرسام,fa,Ferdowsi,4
بی‌همال,fa,Ferdowsi,4
شمر,fa,Ferdowsi,4
برین,fa,Ferdowsi,4
رخ,fa,Ferdowsi,4
بجستم,fa,Ferdowsi,4
لشکری,fa,Ferdowsi,4
درخت,fa,Ferdowsi,4
شاپور,fa,Ferdowsi,4
بانوان,fa,Ferdowsi,4
هرجای,fa,Ferdowsi,4
برآمد,fa,Ferdowsi,4
شاها,fa,Ferdowsi,4
شیر,fa,Ferdowsi,4
شکستند,fa,Ferdowsi,4
تشت,fa,Ferdowsi,4
رفتند,fa,Ferdowsi,4
ببرد,fa,Ferdowsi,4
کاری,fa,Ferdowsi,4
آفرین,fa,Ferdowsi,4
سایه,fa,Ferdowsi,4
دستگاهست,fa,Ferdowsi,4
خسرو,fa,Ferdowsi,4
رسانند,fa,Ferdowsi,4
آرامگاه,fa,Ferdowsi,4
ببینی,ar,Ferdowsi,4
خانه,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
سخنگوی,fa,Ferdowsi,4
آراسته,fa,Ferdowsi,4
گر,fa,Ferdowsi,4
جایگه,fa,Ferdowsi,4
نامه,fa,Ferdowsi,4
یکیست,fa,Ferdowsi,4
صف,ar,Ferdowsi,4
آمدند,fa,Ferdowsi,4
گرانمایه,fa,Ferdowsi,4
خروش,fa,Ferdowsi,4
دید,fa,Ferdowsi,4
زلزله,ar,Ferdowsi,4
جنگ,fa,Ferdowsi,4
روشن,fa,Ferdowsi,4
بیارای,fa,Ferdowsi,4
شانه,fa,Ferdowsi,4
بشنید,fa,Ferdowsi,4
ایزدی,fa,Ferdowsi,4
هومان,ar,Ferdowsi,4
برت,fa,Ferdowsi,4
نهاد,fa,Ferdowsi,4
نیکی,fa,Ferdowsi,4
نیند,fa,Ferdowsi,4
هوا,ar,Ferdowsi,4
ازان,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
مام,ar,Ferdowsi,4
گروه,fa,Ferdowsi,4
دشمنم,fa,Ferdowsi,4
درجهان,fa,Ferdowsi,4
خستگان,fa,Ferdowsi,4
ماند,fa,Ferdowsi,4
بهرام,fa,Ferdowsi,4
کدامند,fa,Ferdowsi,4
رای‌زن,fa,Ferdowsi,4
سخن,fa,Ferdowsi,4
سپهر,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
گردشان,fa,Ferdowsi,4
گردی,fa,Ferdowsi,4
پادشاهی,fa,Ferdowsi,4
ساز,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
رام,fa,Ferdowsi,4
افسری,fa,Ferdowsi,4
چنگ,fa,Ferdowsi,4
ورا,fa,Ferdowsi,4
بینی,ar,Ferdowsi,4
زردهشت,fa,Ferdowsi,4
هندی,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
بلرزید,ar,Ferdowsi,4
پرمایگان,fa,Ferdowsi,4
کمند,fa,Ferdowsi,4
گشت,fa,Ferdowsi,4
افسر,fa,Ferdowsi,4
رزم,fa,Ferdowsi,4
کشیدیم,fa,Ferdowsi,4
بوم,fa,Ferdowsi,4
نگیریم,fa,Ferdowsi,4
پارسی,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
بفرمود,fa,Ferdowsi,4
اسب,fa,Ferdowsi,4
هنر,fa,Ferdowsi,4
رفتستی,fa,Ferdowsi,4
برپای,fa,Ferdowsi,4
برآمد,fa,Ferdowsi,4
سکندر,fa,Ferdowsi,4
درد,fa,Ferdowsi,4
بستهٔ,fa,Ferdowsi,4
سخن,fa,Ferdowsi,4
زدند,fa,Ferdowsi,4
خوار,fa,Ferdowsi,4
خرد,fa,Ferdowsi,4
نماند,fa,Ferdowsi,4
گور,fa,Ferdowsi,4
آنچ,fa,Ferdowsi,4
مباد,ar,Ferdowsi,4
برچکید,fa,Ferdowsi,4
آگاهی,fa,Ferdowsi,4
چندگاه,fa,Ferdowsi,4
رستم,fa,Ferdowsi,4
خون,fa,Ferdowsi,4
گفتار,fa,Ferdowsi,4
برانگیخت,fa,Ferdowsi,4
پیشت,fa,Ferdowsi,4
جوان,fa,Ferdowsi,4
براه,fa,Ferdowsi,4
تند,fa,Ferdowsi,4
خیمه,fa,Ferdowsi,4
آرزو,fa,Ferdowsi,4
بنه,fa,Ferdowsi,4
ازین,fa,Ferdowsi,4
آوری,fa,Ferdowsi,4
مایه,fa,Ferdowsi,4
بشنید,fa,Ferdowsi,4
پشیمان,fa,Ferdowsi,4
کودک,fa,Ferdowsi,4
بیاراست,fa,Ferdowsi,4
سیه,fa,Ferdowsi,4
مدارید,fa,Ferdowsi,4
برآویختند,fa,Ferdowsi,4
نتوان,fa,Ferdowsi,4
گهر,fa,Ferdowsi,4
پرخاشجوی,fa,Ferdowsi,4
کمین,fa,Ferdowsi,4
تویم,ar,Ferdowsi,4
مادر,fa,Ferdowsi,4
سان,fa,Ferdowsi,4
پیر,fa,Ferdowsi,4
پر,fa,Ferdowsi,4
پدر,fa,Ferdowsi,4
هرچ,fa,Ferdowsi,4
سیاوش,fa,Ferdowsi,4
جوشنم,fa,Ferdowsi,4
مرد,fa,Ferdowsi,4
هنر,fa,Ferdowsi,4
برنج,fa,Ferdowsi,4
ایران,fa,Ferdowsi,4
بخشش,fa,Ferdowsi,4
بره,fa,Ferdowsi,4
نهاد,fa,Ferdowsi,4
پولاد,fa,Ferdowsi,4
زو,fa,Ferdowsi,4
قیصر,ar,Ferdowsi,4
بدو,ar,Ferdowsi,4
لختی,ar,Ferdowsi,4
آب,fa,Ferdowsi,4
آثار,ar,Ferdowsi,4
شهریار,fa,Ferdowsi,4
گم,fa,Ferdowsi,4
برگرفتند,fa,Ferdowsi,4
زر,fa,Ferdowsi,4
خواب,fa,Ferdowsi,4
آهنش,fa,Ferdowsi,4
فغان,ar,Ferdowsi,4
سواری,fa,Ferdowsi,4
نگهدار,fa,Ferdowsi,4
اسب,fa,Ferdowsi,4
پاک,fa,Ferdowsi,4
نشمری,fa,Ferdowsi,4
ناز,fa,Ferdowsi,4
تیره,fa,Ferdowsi,4
هوش,fa,Ferdowsi,4
نبرد,fa,Ferdowsi,4
اوی,fa,Ferdowsi,4
گوسفند,fa,Ferdowsi,4
بریشان,fa,Ferdowsi,4
پادشاست,fa,Ferdowsi,4
بشست,fa,Ferdowsi,4
خیزد,fa,Ferdowsi,4
تابان,fa,Ferdowsi,4
ببد,ar,Ferdowsi,4
گاوی,fa,Ferdowsi,4
بزیر,fa,Ferdowsi,4
خراسان,fa,Ferdowsi,4
شمشیر,fa,Ferdowsi,4
گلبرگ,fa,Ferdowsi,4
همی,fa,Ferdowsi,4
اندر,fa,Ferdowsi,4
خور,fa,Ferdowsi,4
برو,fa,Ferdowsi,4
جوید,fa,Ferdowsi,4
وگر,fa,Ferdowsi,4
سام,fa,Ferdowsi,4
دشت,fa,Ferdowsi,4
کامجوی,fa,Ferdowsi,4
سکندر,fa,Ferdowsi,4
نامه,fa,Ferdowsi,4
پشیمان,fa,Ferdowsi,4
دانش,fa,Ferdowsi,4
اندرون,fa,Ferdowsi,4
زدم,fa,Ferdowsi,4
خروشان,fa,Ferdowsi,4
شیران,fa,Ferdowsi,4
برفروخت,fa,Ferdowsi,4
بگفت,fa,Ferdowsi,4
هرچ,fa,Ferdowsi,4
شنید,fa,Ferdowsi,4
شنیدم,fa,Ferdowsi,4
بنه,fa,Ferdowsi,4
براندیش,fa,Ferdowsi,4
برگشت,fa,Ferdowsi,4
پیموده‌ام,fa,Ferdowsi,4
شیر,fa,Ferdowsi,4
بایست,fa,Ferdowsi,4
نباشد,fa,Ferdowsi,4
بداندیش,fa,Ferdowsi,4
تن,ar,Ferdowsi,4
پوشد,fa,Ferdowsi,4
براند,fa,Ferdowsi,4
نبیند,fa,Ferdowsi,4
گیتی,fa,Ferdowsi,4
اوی,fa,Ferdowsi,4
پاسخ,fa,Ferdowsi,4
سو,fa,Ferdowsi,4
بوردگاه,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
گران,fa,Ferdowsi,4
رده,fa,Ferdowsi,4
آوای,fa,Ferdowsi,4
دست,fa,Ferdowsi,4
جهاندار,fa,Ferdowsi,4
همی‌بود,fa,Ferdowsi,4
تیره,fa,Ferdowsi,4
تراست,fa,Ferdowsi,4
خون,fa,Ferdowsi,4
دود,fa,Ferdowsi,4
آراسته,fa,Ferdowsi,4
ورا,fa,Ferdowsi,4
کینه,fa,Ferdowsi,4
ناپاک,fa,Ferdowsi,4
تندی,fa,Ferdowsi,4
سواران,fa,Ferdowsi,4
توبنیوش,ar,Ferdowsi,4
پیل,fa,Ferdowsi,4
اندرون,fa,Ferdowsi,4
گردش,fa,Ferdowsi,4
وز,fa,Ferdowsi,4
دل,fa,Ferdowsi,4
پور,fa,Ferdowsi,4
ماه‌رخ,fa,Ferdowsi,4
نوشتند,fa,Ferdowsi,4
وز,fa,Ferdowsi,4
آرید,fa,Ferdowsi,4
نیل,fa,Ferdowsi,4
یاد,fa,Ferdowsi,4
شبان,fa,Ferdowsi,4
جایگه,fa,Ferdowsi,4
شهریار,fa,Ferdowsi,4
نندیشد,fa,Ferdowsi,4
گشن,fa,Ferdowsi,4
شهریار,fa,Ferdowsi,4
برداشت,fa,Ferdowsi,4
کیانی,fa,Ferdowsi,4
نوشته,fa,Ferdowsi,4
پیلسم,fa,Ferdowsi,4
زبان,fa,Ferdowsi,4
سه,fa,Ferdowsi,4
زرین,fa,Ferdowsi,4
تن,ar,Ferdowsi,4
ران,fa,Ferdowsi,4
بخندد,fa,Ferdowsi,4
پهلوانان,fa,Ferdowsi,4
روزگار,fa,Ferdowsi,4
آزموده,fa,Ferdowsi,4
گردسواران,fa,Ferdowsi,4
پرهنر,fa,Ferdowsi,4
چوب,fa,Ferdowsi,4
نهنگ,fa,Ferdowsi,4
اسپان,fa,Ferdowsi,4
کین,fa,Ferdowsi,4
یار,fa,Ferdowsi,4
خسرو,fa,Ferdowsi,4
گفتار,fa,Ferdowsi,4
سپاه,fa,Ferdowsi,4
نهد,fa,Ferdowsi,4
خدای,fa,Ferdowsi,4
روزی,fa,Ferdowsi,4
برآرد,fa,Ferdowsi,4
